LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
6095667101,04/14/2020,156,PPP,MALLORY INDUSTRIES,33 SPRING LN,FARMINGTON,CT,06032-3139,03/10/2021,Paid in Full,24,100,532400.0,532400.0,0.0,,46391,Manufacturers and Traders Trust Company,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,U,N,N,Existing or more than 2 years old,FARMINGTON,HARTFORD,CT,06032-3139,CT-05,33.0,332710.0,Unanswered,Unknown/NotStated,,532400.0,,,,,,Corporation,46391,Manufacturers and Traders Trust Company,BUFFALO,NY,Unanswered,Unanswered,,536469.58,02/04/2021
4791457004,04/04/2020,912,PPP,WILDWOOD MANUFACTURING,1055 SAMOA BLVD,ARCATA,CA,95521,12/08/2020,Paid in Full,24,100,174800.0,174800.0,0.0,,373268,Redwood Capital Bank,402 G St,EUREKA,CA,95501-1016,U,Y,Y,Existing or more than 2 years old,ARCATA,HUMBOLDT,CA,95521-1600,CA-02,20.0,339992.0,Unanswered,Unknown/NotStated,,174800.0,,,,,,Corporation,373268,Redwood Capital Bank,EUREKA,CA,Unanswered,Unanswered,,175809.96,11/05/2020
1681337107,04/10/2020,593,PPP,"SIBCY CLINE, INC.",8044 Montgomery Rd. Ste 300,CINCINNATI,OH,45236-0714,07/15/2021,Paid in Full,24,100,3040000.0,3040000.0,0.0,,78932,"CFBank, National Association",7000 N High St,WORTHINGTON,OH,43085-2500,U,N,N,Existing or more than 2 years old,CINCINNATI,HAMILTON,OH,45236-0714,OH-02,197.0,531210.0,Unanswered,Not Hispanic or Latino,,3040000.0,,,,,,Corporation,78932,"CFBank, National Association",WORTHINGTON,OH,Male Owned,Unanswered,,3074897.53,06/11/2021
4720087101,04/13/2020,303,PPP,VALLEY FORGE FINANCIAL GROUP INC,1000 WESTLAKES DR Suite 200,BERWYN,PA,19312-2400,02/04/2022,Paid in Full,24,100,834185.0,834185.0,0.0,,16710,"Wilmington Savings Fund Society, FSB",500 Delaware Ave,WILMINGTON,DE,19801-1490,U,N,N,Existing or more than 2 years old,BERWYN,CHESTER,PA,19312-2400,PA-06,47.0,524210.0,Unanswered,Unknown/NotStated,4540.0,680950.0,,57450.0,,53459.0,37786.0,Subchapter S Corporation,16710,"Wilmington Savings Fund Society, FSB",WILMINGTON,DE,Unanswered,Unanswered,,841978.34,03/31/2021
8121177710,05/01/2020,988,PPP,LAKE PLEASANT PETS LLC,13833 BELL RD W,SURPRISE,AZ,85374,04/23/2021,Paid in Full,24,100,179417.0,179417.0,0.0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,SURPRISE,MARICOPA,AZ,85374-0001,AZ-08,20.0,621112.0,White,Unknown/NotStated,,179417.0,,,,,,Limited  Liability Company(LLC),53803,"U.S. Bank, National Association",CINCINNATI,OH,Female Owned,Non-Veteran,,181061.66,03/31/2021
3051718703,03/30/2021,460,PPP,W.R. WHITE INC.,152 W Askewville St,Windsor,NC,27983-7238,12/16/2021,Paid in Full,60,100,298880.0,298880.0,0.0,,50882,Southern Bank and Trust Company,100 N Center St,MOUNT OLIVE,NC,28365-1701,R,Y,N,Existing or more than 2 years old,Windsor,BERTIE,NC,27983-7238,NC-01,23.0,111331.0,Unanswered,Unknown/NotStated,,298880.0,,,,,,Subchapter S Corporation,50882,Southern Bank and Trust Company,MOUNT OLIVE,NC,Female Owned,Non-Veteran,,300673.28,11/05/2021
8312467009,04/08/2020,885,PPP,WESTERN MONTANA CLINIC,500 W BROADWAY,MISSOULA,MT,59802,08/21/2021,Paid in Full,24,100,1447517.5,1447520.0,0.0,,41844,First Interstate Bank,401 N 31st St,BILLINGS,MT,59101-1200,U,N,Y,Existing or more than 2 years old,MISSOULA,MISSOULA,MT,59802-1700,MT-,234.0,621498.0,Unanswered,Unknown/NotStated,,1447520.0,,,,,,Corporation,41844,First Interstate Bank,BILLINGS,MT,Unanswered,Unanswered,,1465921.35,07/22/2021
2744217207,04/16/2020,1086,PPP,"RESTAURANT EQUITY GROUP, LLC",3632 SE HAWTHORNE BLVD,PORTLAND,OR,97214-5144,05/26/2021,Paid in Full,24,100,295700.0,260900.0,0.0,,59698,Umpqua Bank,"445 SE Main St, First Fl",ROSEBURG,OR,97470-4934,U,N,N,New Business or 2 years or less,PORTLAND,MULTNOMAH,OR,97214-5144,OR-03,49.0,722511.0,White,Not Hispanic or Latino,,260900.0,,,,,,Limited  Liability Company(LLC),59698,Umpqua Bank,ROSEBURG,OR,Male Owned,Non-Veteran,,263373.19,04/12/2021
8080237304,05/01/2020,920,PPP,GROUND ZERO PHARMACEUTICALS INC,100 SPECTRUM CENTER DR STE 900,IRVINE,CA,92618-4974,02/19/2021,Paid in Full,24,100,194658.0,194658.0,0.0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,IRVINE,ORANGE,CA,92618-4974,CA-45,9.0,541618.0,Unanswered,Unknown/NotStated,,194658.0,,,,,,Corporation,9551,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Unanswered,,195980.61,01/08/2021
7883267007,04/08/2020,766,PPP,"GREAT PLAINS SERVICE, INC.",642 Highway 6,ASHLAND,NE,68003-2154,12/18/2020,Paid in Full,24,100,206100.0,206100.0,0.0,,42046,Farmers and Merchants Bank of Ashland,1501 Silver St,ASHLAND,NE,68003-1847,R,N,N,Existing or more than 2 years old,ASHLAND,SAUNDERS,NE,68003-2154,NE-01,20.0,454310.0,Unanswered,Unknown/NotStated,,206100.0,,,,,,Corporation,42046,Farmers and Merchants Bank of Ashland,ASHLAND,NE,Unanswered,Unanswered,,207223.67,11/03/2020
3537567307,04/29/2020,304,PPP,ELKNIRT ENTERPRISES LLC,2123 CRYSTAL SPRING AVE,ROANOKE,VA,24014-2413,01/31/2022,Paid in Full,24,100,212500.0,212500.0,0.0,,225134,Truist Bank,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,N,Existing or more than 2 years old,ROANOKE,ROANOKE CITY,VA,24014-2413,VA-06,52.0,722511.0,Unanswered,Unknown/NotStated,,212500.0,,,,,,Limited  Liability Company(LLC),225134,Truist Bank,CHARLOTTE,NC,Unanswered,Unanswered,,214642.71,05/06/2021
9144917007,04/09/2020,515,PPP,BWD'Z L.L.C.,550 S WISCONSIN AVE,GAYLORD,MI,49735-1742,03/10/2021,Paid in Full,24,100,179900.0,179900.0,0.0,,203327,Nicolet National Bank,111 N Washington St,GREEN BAY,WI,54301-4255,R,Y,N,Existing or more than 2 years old,GAYLORD,OTSEGO,MI,49735-1742,MI-01,23.0,722511.0,White,Not Hispanic or Latino,,179900.0,,,,,,Limited  Liability Company(LLC),203327,Nicolet National Bank,GREEN BAY,WI,Male Owned,Non-Veteran,,171023.23,12/21/2020
6180027102,04/14/2020,709,PPP,ROCKHILL PET CLINIC INC,800 E 63RD ST,KANSAS CITY,MO,64110-3388,07/30/2021,Paid in Full,24,100,210527.0,210527.0,0.0,,26079,Security Bank of Kansas City,701 Minnesota Ave One Security Plaza,KANSAS CITY,KS,66101,U,N,N,Existing or more than 2 years old,KANSAS CITY,JACKSON,MO,64110-3388,MO-05,27.0,541940.0,Unanswered,Unknown/NotStated,,210527.0,,,,,,Corporation,26079,Security Bank of Kansas City,KANSAS CITY,KS,Male Owned,Unanswered,,213170.28,07/19/2021
4455337701,05/01/2020,912,PPP,TAMXL CORP,659 S VAN NESS AVE,SAN FRANCISCO,CA,94110,05/12/2021,Paid in Full,24,100,293969.0,293969.0,0.0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94110-1000,CA-12,17.0,423720.0,Unanswered,Unknown/NotStated,,293969.0,,,,,,Corporation,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Unanswered,Unanswered,,296836.2,04/28/2021
3694827110,04/12/2020,156,PPP,"EAST SIDE AUTO TRANSPORT, LLC",32 North Plains Industrial Road,WALLINGFORD,CT,06492-2331,03/20/2021,Paid in Full,24,100,386075.0,386075.0,0.0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Unanswered,WALLINGFORD,NEW HAVEN,CT,06492-2331,CT-03,36.0,484110.0,Unanswered,Unknown/NotStated,,386075.0,,,,,,Limited  Liability Company(LLC),56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,378104.77,11/05/2020
4434767201,04/27/2020,460,PPP,UNICORN GROUP OF NORTH CAROLINA LLC,7474 Creedmoor Road #125,RALEIGH,NC,27613,03/13/2021,Paid in Full,24,100,190400.0,190400.0,0.0,,123548,Towne Bank,5716 High St West,PORTSMOUTH,VA,23703-4502,U,N,N,Unanswered,RALEIGH,WAKE,NC,27613-0001,NC-02,13.0,561320.0,Unanswered,Unknown/NotStated,,190400.0,,,,,,Limited  Liability Company(LLC),123548,Towne Bank,PORTSMOUTH,VA,Unanswered,Unanswered,,191965.51,02/19/2021
4184577700,05/01/2020,303,PPP,SCANLON ASSOC INDUSTRIAL CONTRACTORS-SBA SMALL 7A TERM,3901 Chichester Avenue,Boothwyn,PA,19061,08/21/2021,Paid in Full,24,100,162800.0,162800.0,0.0,,29805,"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808-5529,U,N,N,Existing or more than 2 years old,Boothwyn,DELAWARE,PA,19061-0151,PA-05,10.0,,Unanswered,Unknown/NotStated,,162800.0,,,,,,Sole Proprietorship,29805,"TD Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,164821.43,07/29/2021
9785577110,04/15/2020,474,PPP,"ME GREEN HILLS, LLC",2002 RICHARD JONES RD STE A101,NASHVILLE,TN,37215-2809,07/10/2021,Paid in Full,24,100,169300.0,169300.0,0.0,Massage Envy,19133,United Community Bank,177 Hwy 515 E,BLAIRSVILLE,GA,30512-8579,U,N,N,Existing or more than 2 years old,NASHVILLE,DAVIDSON,TN,37215-2809,TN-05,28.0,812990.0,Unanswered,Not Hispanic or Latino,21150.0,127000.0,21150.0,,,,,Limited  Liability Company(LLC),19133,United Community Bank,BLAIRSVILLE,GA,Male Owned,Non-Veteran,,171331.6,06/30/2021
6112697004,04/06/2020,1013,PPP,VILLAGE THEATRE,303 FRONT ST N,ISSAQUAH,WA,98027-2917,01/21/2021,Paid in Full,24,100,1606202.0,640000.0,0.0,,81191,Heritage Bank,201 5th Ave SW,OLYMPIA,WA,98501-1063,U,N,N,Existing or more than 2 years old,ISSAQUAH,KING,WA,98027-2917,WA-08,124.0,711310.0,Unanswered,Unknown/NotStated,,640000.0,,,,,,Non-Profit Organization,81191,Heritage Bank,OLYMPIA,WA,Unanswered,Unanswered,Y,633797.26,11/20/2020
7493577109,04/14/2020,951,PPP,ANI'S INC.,99 -840 IWAIWA ST.  UNIT 3,AIEA,HI,96701-3280,05/19/2021,Paid in Full,24,100,231000.0,231000.0,0.0,,20088,First Hawaiian Bank,999 Bishop St,HONOLULU,HI,96813-4423,U,N,N,Existing or more than 2 years old,AIEA,HONOLULU,HI,96701-3280,HI-01,22.0,311812.0,Unanswered,Unknown/NotStated,,231000.0,,,,,,Corporation,20088,First Hawaiian Bank,HONOLULU,HI,Unanswered,Unanswered,,233316.42,04/20/2021
5398507004,04/05/2020,455,PPP,"REGIS HR 1, INC.",10625 N. Kendall Drive,MIAMI,FL,33176-1510,08/21/2021,Paid in Full,24,100,577200.0,577200.0,0.0,,17124,City National Bank of Florida,100 SE 2nd St,MIAMI,FL,33131,U,N,N,Existing or more than 2 years old,MIAMI,MIAMI-DADE,FL,33176-1510,FL-27,34.0,561330.0,Unanswered,Unknown/NotStated,144300.0,432900.0,,,,,,Corporation,17124,City National Bank of Florida,MIAMI,FL,Unanswered,Unanswered,,584142.21,07/02/2021
9306878302,01/30/2021,914,PPS,UNIVERSAL ORTHODONTIC LAB INC,11907-11917 FRONT ST,NORWALK,CA,90650,03/08/2022,Paid in Full,60,100,345000.0,345000.0,0.0,,338036,Pacific City Bank,"3701 Wilshire Blvd, Ste 900",LOS ANGELES,CA,90010-2871,U,Y,N,Existing or more than 2 years old,NORWALK,LOS ANGELES,CA,90650,CA-38,56.0,339116.0,Asian,Not Hispanic or Latino,1.0,344998.0,,,,,,Corporation,338036,Pacific City Bank,LOS ANGELES,CA,Female Owned,Non-Veteran,,348421.64,02/02/2022
8307897701,05/01/2020,474,PPP,"HUF NORTH AMERICA AUTOMOTIVE PARTS MANUFACTURING, CORP.",395 T RD,GREENEVILLE,TN,37743,07/14/2021,Paid in Full,24,100,5200000.0,5200000.0,0.0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,GREENEVILLE,GREENE,TN,37743-0001,TN-01,450.0,336390.0,Unanswered,Unknown/NotStated,,5200000.0,,,,,,Corporation,53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,5255466.67,06/11/2021
5060127207,04/27/2020,682,PPP,"GATE-IT ACCESS SYSTEMS, INC.",200 TIERRA DEL SOL NW,ALBUQUERQUE,NM,87114-1507,06/05/2021,Paid in Full,24,100,242200.0,242200.0,0.0,,45737,Western Commerce Bank,127 S Canyon St,CARLSBAD,NM,88220-5732,U,N,N,Existing or more than 2 years old,ALBUQUERQUE,BERNALILLO,NM,87114-1507,NM-01,20.0,332510.0,White,Not Hispanic or Latino,,242200.0,,,,,,Corporation,45737,Western Commerce Bank,CARLSBAD,NM,Male Owned,Unanswered,,244675.08,05/13/2021
2812337200,04/16/2020,954,PPP,MEDICAL GROUP OF NORTH COUNTY,910 SYCAMORE AVE suite 210,VISTA,CA,92081-7832,05/14/2021,Paid in Full,24,100,678500.0,678500.0,0.0,,51009,First-Citizens Bank & Trust Company,100 E. Tryon Rd DAC - 90,Raleigh,NC,27603-3581,U,Y,Y,New Business or 2 years or less,VISTA,SAN DIEGO,CA,92081-7832,CA-49,68.0,621111.0,Unanswered,Hispanic or Latino,,678500.0,,,,,,Corporation,51009,First-Citizens Bank & Trust Company,Raleigh,NC,Male Owned,Non-Veteran,,684876.04,03/31/2021
9204497004,04/09/2020,988,PPP,ZONA LAW GROUP PC,7701 E Indian School Rd,SCOTTSDALE,AZ,85251-4007,06/23/2021,Paid in Full,24,100,214400.0,214400.0,0.0,,292451,Horizon Community Bank,225 N Lake Havasu Ave,LAKE HAVASU CITY,AZ,86403-5659,U,N,Y,Existing or more than 2 years old,SCOTTSDALE,MARICOPA,AZ,85251-4007,AZ-06,16.0,541110.0,Unanswered,Unknown/NotStated,,214400.0,,,,,,Corporation,292451,Horizon Community Bank,LAKE HAVASU CITY,AZ,Unanswered,Unanswered,,216669.07,05/06/2021
5523047008,04/05/2020,671,PPP,JMC EQUIPMENT LLC,2218 NORTHPARK DR,KINGWOOD,TX,77339-1710,05/14/2021,Paid in Full,24,100,224234.0,224234.0,0.0,,461163,The MINT National Bank,1213 Kingwood Dr,KINGWOOD,TX,77339-3035,U,N,N,Existing or more than 2 years old,KINGWOOD,HARRIS,TX,77339-1710,TX-02,19.0,532412.0,White,Not Hispanic or Latino,,224234.0,,,,,,Limited  Liability Company(LLC),461163,The MINT National Bank,KINGWOOD,TX,Male Owned,Non-Veteran,,226427.19,04/06/2021
5350047303,04/30/2020,811,PPP,MENDOZA USED BRICK INC,701 W 64th Ave Unit B,DENVER,CO,80221,05/25/2021,Paid in Full,24,100,181995.0,182000.0,0.0,,14315,Bank of the West,180 Montgomery St 25th Fl,SAN FRANCISCO,CA,94104-4206,U,N,Y,New Business or 2 years or less,DENVER,ADAMS,CO,80221-0001,CO-07,17.0,423320.0,Unanswered,Unknown/NotStated,,182000.0,,,,,,Subchapter S Corporation,14315,Bank of the West,SAN FRANCISCO,CA,Unanswered,Unanswered,,183703.72,04/08/2021
8667817300,05/01/2020,914,PPP,NORTH HOLLYWOOD ICE CO,5257 Craner Ave.,North Hollywood,CA,91601,12/14/2021,Paid in Full,60,100,166400.0,166400.0,0.0,,72601,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,Y,Y,Existing or more than 2 years old,North Hollywood,LOS ANGELES,CA,91601-1000,CA-29,22.0,312113.0,Unanswered,Unknown/NotStated,,166400.0,,,,,,Corporation,72601,"Zions Bank, A Division of",SALT LAKE CITY,UT,Unanswered,Unanswered,,168994.02,11/23/2021
1962387205,04/15/2020,299,PPP,TYPHON TRANSPORT INC,1171 Rt 130,TRENTON,NJ,08691,01/22/2021,Paid in Full,24,100,250992.0,250992.0,0.0,,29805,"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808-5529,U,N,N,Existing or more than 2 years old,TRENTON,MERCER,NJ,08691-0002,NJ-04,37.0,484110.0,Unanswered,Unknown/NotStated,,250992.0,,,,,,Subchapter S Corporation,29805,"TD Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,252651.34,12/17/2020
4961057104,04/13/2020,920,PPP,ELECTROLURGY INC,1121 DURYEA AVE,IRVINE,CA,92614-5519,02/19/2022,Paid in Full,24,100,490600.0,490600.0,0.0,,188567,Loan Source Incorporated,353 East 83rd Street Suite 3H,NEW YORK,NY,10028,U,N,N,Existing or more than 2 years old,IRVINE,ORANGE,CA,92614-5519,CA-45,46.0,332813.0,White,Not Hispanic or Latino,33000.0,367950.0,,39900.0,,45000.0,4750.0,Corporation,90426,Pacific Premier Bank,IRVINE,CA,Male Owned,Non-Veteran,,496003.32,06/01/2021
8689127110,04/15/2020,390,PPP,RICHARDSON COPY CONCEPTS,72 E Cove Ave,WHEELING,WV,26003,02/23/2021,Paid in Full,24,100,151675.0,151675.0,0.0,,59928,Community Bank,100 N Market St,CARMICHAELS,PA,15320-1224,U,N,N,Unanswered,WHEELING,OHIO,WV,26003-0001,WV-01,16.0,532420.0,White,Unknown/NotStated,,151675.0,,,,,,Corporation,59928,Community Bank,CARMICHAELS,PA,Male Owned,Non-Veteran,,152825.2,01/26/2021
4534427310,04/29/2020,507,PPP,"GENERAL CEILINGS OF ILLINOIS, INC.",1612 S. Wabash,Chicago,IL,60616-1218,07/15/2021,Paid in Full,24,100,219110.0,219110.0,0.0,,22518,First Eagle Bank,1201 W Madison St,CHICAGO,IL,60607-1907,U,Y,N,Existing or more than 2 years old,Chicago,COOK,IL,60616-1218,IL-07,11.0,444190.0,Unanswered,Unknown/NotStated,,219110.0,,,,,,Corporation,22518,First Eagle Bank,CHICAGO,IL,Unanswered,Unanswered,,221568.9,06/15/2021
7034328406,02/11/2021,954,PPS,THE WINERY - LA JOLLA LP,4301 La Jolla Village Dr Ste 2040,San Diego,CA,92122-1201,05/10/2022,Paid in Full,60,100,490000.0,490000.0,0.0,,11822,"MUFG Union Bank, National Association",350 California St,SAN FRANCISCO,CA,94104,U,N,N,Existing or more than 2 years old,San Diego,SAN DIEGO,CA,92122-1201,CA-52,65.0,722511.0,Unanswered,Not Hispanic or Latino,1.0,489997.0,,,,,,Partnership,11822,"MUFG Union Bank, National Association",SAN FRANCISCO,CA,Male Owned,Non-Veteran,,495745.75,04/21/2022
2561268302,01/21/2021,876,PPS,ROUNDS CONSTRUCTION COMPANY INC,1124 34th Ave,Brookings,SD,57006-6534,12/07/2021,Paid in Full,60,100,206047.15,206047.15,0.0,,66463,First Bank & Trust,520 6th St,BROOKINGS,SD,57006-2028,U,N,N,Existing or more than 2 years old,Brookings,BROOKINGS,SD,57006-6534,SD-,19.0,238910.0,Unanswered,Unknown/NotStated,,206047.15,,,,,,Corporation,66463,First Bank & Trust,BROOKINGS,SD,Unanswered,Unanswered,,207775.66,11/24/2021
6893017110,04/14/2020,373,PPP,"BASEMENT WATERPROOFING NATIONWIDE, INC.",109 E. WHEEL RD,BEL AIR,MD,21015-6114,02/10/2021,Paid in Full,24,100,348000.0,348000.0,0.0,,256729,"Signature Bank, National Association",4607 W Sylvania Ave,TOLEDO,OH,43623-3203,U,N,N,Existing or more than 2 years old,BEL AIR,HARFORD,MD,21015-6114,MD-01,26.0,238350.0,White,Not Hispanic or Latino,17400.0,295800.0,17400.0,17400.0,,,,Corporation,256729,"Signature Bank, National Association",TOLEDO,OH,Male Owned,Unanswered,,350507.51,01/13/2021
1884607410,05/05/2020,988,PPP,STIG INVESTMENTS INC,"20000 MARICOPA RD, Gate 3",CHANDLER,AZ,85226-5207,07/20/2021,Paid in Full,24,100,391800.0,391800.0,0.0,,40781,Commerce Bank,"1000 Walnut St, 11th Fl",KANSAS CITY,MO,64106-2107,U,N,N,New Business or 2 years or less,CHANDLER,MARICOPA,AZ,85226-5207,AZ-01,34.0,611699.0,Unanswered,Not Hispanic or Latino,5000.0,312049.0,,74751.0,,,,Corporation,40781,Commerce Bank,KANSAS CITY,MO,Unanswered,Unanswered,,396185.98,06/22/2021
4424457209,04/27/2020,671,PPP,STONEHENGE PROPERTIES LTD,10190 KATY FREEWAY STE. 501,HOUSTON,TX,77043,07/29/2021,Paid in Full,24,100,156262.0,156262.0,0.0,,39848,Cadence Bank,201 S Spring St,TUPELO,MS,38804-4811,U,Y,N,New Business or 2 years or less,HOUSTON,HARRIS,TX,77043-1000,TX-02,19.0,531120.0,Unanswered,Not Hispanic or Latino,,156262.0,,,,,,Limited Liability Partnership,39848,Cadence Bank,TUPELO,MS,Male Owned,Non-Veteran,,158072.03,06/22/2021
4644598410,02/06/2021,562,PPS,INDIANA METAL CRAFT INC,4602 W Innovation Dr,Bloomington,IN,47404-8713,,Exemption 4,60,100,296477.0,296477.0,0.0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,Bloomington,MONROE,IN,47404-8713,IN-09,36.0,339950.0,White,Not Hispanic or Latino,1.0,296474.0,,,,,,Subchapter S Corporation,48270,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Male Owned,Veteran,,300286.4,05/31/2022
1635907100,04/10/2020,507,PPP,HOSICK MOTORS INC,1213 SUNSET DR,VANDALIA,IL,62471-3210,02/19/2021,Paid in Full,24,100,311640.0,311640.0,0.0,,21941,"Peoples National Bank, National Association",116 S Washington,MCLEANSBORO,IL,62859-1147,R,Y,N,Existing or more than 2 years old,VANDALIA,FAYETTE,IL,62471-3210,IL-15,20.0,441110.0,Unanswered,Unknown/NotStated,,311640.0,,,,,,Corporation,21941,"Peoples National Bank, National Association",MCLEANSBORO,IL,Unanswered,Unanswered,,313859.9,12/30/2020
3475987101,04/11/2020,914,PPP,BHIC LLC,700 S Flower St Ste 2600,Los Angeles,CA,90017-2858,08/24/2021,Paid in Full,24,100,270000.0,270000.0,0.0,,474333,First Republic Bank,111 Pine St,SAN FRANCISCO,CA,94111-5602,U,Y,N,Existing or more than 2 years old,Los Angeles,LOS ANGELES,CA,90017-2858,CA-34,14.0,722511.0,Unanswered,Unknown/NotStated,,270000.0,,,,,,Limited  Liability Company(LLC),474333,First Republic Bank,SAN FRANCISCO,CA,Unanswered,Non-Veteran,,273269.59,07/09/2021
1208517205,04/15/2020,610,PPP,"NORTH TEXAS PLASTIC SURGERY, P.A.",415 E Southlake Blvd Ste 202,SOUTHLAKE,TX,76092,02/11/2022,Paid in Full,24,100,300455.0,300455.0,0.0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Existing or more than 2 years old,SOUTHLAKE,TARRANT,TX,76092-0001,TX-24,49.0,621111.0,White,Not Hispanic or Latino,37556.87,225341.25,,37556.88,,,,Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Male Owned,Non-Veteran,,305637.85,01/04/2022
7633038600,03/24/2021,767,PPS,PEDIATRIC ASSOCIATES OF MANHATTAN P.A.,1133 College Ave Ste G210,Manhattan,KS,66502-2709,10/01/2021,Paid in Full,60,100,382202.0,382202.0,0.0,,26378,"Sunflower Bank, National Association","1400 16th St, Ste 250",DENVER,CO,80202-1472,U,Y,N,Existing or more than 2 years old,Manhattan,RILEY,KS,66502-2709,KS-01,31.0,621111.0,Unanswered,Unknown/NotStated,,382200.0,,,,,,Corporation,26378,"Sunflower Bank, National Association",DENVER,CO,Unanswered,Unanswered,,384003.06,09/15/2021
3943807106,04/12/2020,1013,PPP,"PUGET SOUND TRUCK SALES, INC.",1512 Thornton Ave SW,Pacific,WA,98047-2114,04/08/2021,Paid in Full,24,100,166700.0,166700.0,0.0,,107807,Red Canoe CU,1418 15th Ave,LONGVIEW,WA,98632-3708,U,N,N,Existing or more than 2 years old,Pacific,KING,WA,98047-2114,WA-08,10.0,441228.0,Unanswered,Unknown/NotStated,,166700.0,,,,,,Corporation,107807,Red Canoe CU,LONGVIEW,WA,Male Owned,Non-Veteran,,168316.06,03/30/2021
4588388400,02/06/2021,299,PPS,TRES GIRASOLES LLC,637 Park Ave Apt 1,Hoboken,NJ,07030-7285,,Exemption 4,60,100,289425.0,289425.0,0.0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,Hoboken,HUDSON,NJ,07030-7285,NJ-08,14.0,722511.0,White,Hispanic or Latino,1.0,289419.0,,,,,,Limited  Liability Company(LLC),9551,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,293445.23,06/30/2022
8566367003,04/08/2020,460,PPP,KING'S PARK INTERNATIONAL CHURCH,ODYSSEY DR,DURHAM,NC,27713-1370,12/08/2020,Paid in Full,24,100,326300.0,326300.0,0.0,,59205,First Bank of Owasso,8601 N Garnett Rd,OWASSO,OK,74055-4664,U,N,N,Existing or more than 2 years old,DURHAM,DURHAM,NC,27713-1370,NC-04,39.0,813110.0,Unanswered,Unknown/NotStated,,244725.0,,81575.0,,,,Non-Profit Organization,59205,First Bank of Owasso,OWASSO,OK,Unanswered,Unanswered,Y,328257.8,11/20/2020
8898228402,02/14/2021,303,PPS,STRAND CAPITOL PERFORMING ARTS CENTER,50 N George St Null,York,PA,17401-1214,09/18/2021,Paid in Full,60,100,250946.0,250946.0,0.0,,60701,"Fulton Bank, National Association",One Penn Sq,LANCASTER,PA,17602-2853,U,Y,Y,Existing or more than 2 years old,York,YORK,PA,17401-1214,PA-10,28.0,713990.0,Unanswered,Unknown/NotStated,,250946.0,,,,,,501(c)3 – Non Profit,60701,"Fulton Bank, National Association",LANCASTER,PA,Male Owned,Unanswered,Y,252214.67,08/17/2021
